customer_id,age,tenure,monthly_charges,total_charges,contract_length,payment_method,internet_service,online_security,tech_support,churn
9225,17.58604706400642,8.24081878371853,53.586026589378314,1007.6931735967032,12,Electronic Check,DSL,Yes,Yes,0
7132,37.23172836721082,0.8387492945340668,59.96551318784965,472.1213892698886,12,Electronic Check,DSL,Yes,No,1
6631,16.47783529869924,0.7987942985952742,41.55586764288774,1228.0071113639513,1,Bank Transfer,Fiber Optic,Yes,No,0
4933,63.017231526917726,0.7927848999396139,75.10709261983492,312.4603506168394,12,Bank Transfer,No,Yes,No,1
2513,48.233257529760465,0.2503930490183389,93.71480121869764,1152.2401124309936,12,Bank Transfer,DSL,Yes,Yes,1
7318,58.65142417154387,4.518318205905855,49.54522394099953,2115.6143839659303,12,Credit Card,Fiber Optic,No,No,0
5966,41.88852082592439,2.5035458771381136,72.87269753149133,2818.044024315056,12,Mailed Check,Fiber Optic,Yes,Yes,0
7492,28.386942724706493,0.7153256827081623,55.26609302340973,1595.246630927448,12,Credit Card,DSL,No,Yes,0
2466,53.30936255900113,0.0588426780779852,54.48094520411412,2879.422599335412,12,Electronic Check,DSL,No,Yes,0
5674,82.3649588650457,1.262915037249754,76.6610146192777,3449.8436992081356,24,Bank Transfer,Fiber Optic,Yes,No,0
7061,63.04091772564293,2.9192397789387203,53.81356045048634,559.6300929792118,24,Bank Transfer,Fiber Optic,No,No,0
1593,46.54839706236502,1.12991436644789,78.18051904042193,1597.7988425568028,12,Mailed Check,Fiber Optic,Yes,No,1
218,36.44772089889987,0.1753722888238333,36.92603230509515,1186.72118511019,1,Bank Transfer,DSL,Yes,No,1
3660,73.18796559095864,0.0130184457610816,85.17504143368087,2024.3882597712832,24,Credit Card,Fiber Optic,Yes,Yes,1
4335,47.09557423240323,4.397800462361546,24.634796933419445,1346.4422756537722,12,Bank Transfer,DSL,No,Yes,0
1620,57.22668563795132,3.930105007714389,55.93270691458313,420.0151063826313,1,Credit Card,DSL,No,Yes,0
5518,49.39807545005414,0.2396550788612017,75.54709493504727,385.7497709356444,1,Electronic Check,DSL,Yes,No,0
6588,36.09945624729333,0.8834268393647546,78.92447365125696,1982.5326472165168,24,Electronic Check,DSL,No,No,1
7346,24.731327642842615,0.7706700366582342,18.212653603736655,1477.953035135562,12,Bank Transfer,Fiber Optic,Yes,Yes,0
5445,51.33498758116472,0.0952705049981046,103.57267601787927,1695.101038936259,24,Bank Transfer,Fiber Optic,Yes,Yes,0
1631,47.27099225941712,1.3912313563030612,52.91723426496765,1938.422889670341,1,Credit Card,DSL,Yes,Yes,0
8933,40.33525832449549,6.266296559755824,50.98183633234439,1121.9343706291972,12,Mailed Check,Fiber Optic,Yes,Yes,0
6052,55.30054760353135,5.095826961812198,45.10697140057587,1382.6043416841314,12,Electronic Check,Fiber Optic,Yes,Yes,0
7046,31.67336158107475,0.0067794504130098,70.4729197493958,2385.472488020416,1,Credit Card,Fiber Optic,Yes,No,0
762,41.83014721968042,0.7967570438434902,36.42267699100675,2348.567093053215,12,Bank Transfer,DSL,No,No,0
4427,45.25555324579507,3.9530180105818102,32.92004770490084,145.19976430848055,1,Mailed Check,No,Yes,No,1
719,34.54581681679216,1.869705813435884,63.12095268735431,2037.191772565418,1,Electronic Check,DSL,No,Yes,1
7194,54.8678666939,5.422981574354493,50.31358993452049,1160.8688029530724,24,Electronic Check,DSL,No,Yes,0
2119,1.5649951180703423,2.692775723002257,89.57035212829825,1146.7717366638217,1,Bank Transfer,DSL,Yes,No,1
3220,50.82218985636015,0.8593052820270046,84.82118848445128,2975.360551145952,12,Mailed Check,DSL,Yes,Yes,1
8388,45.55510400993269,1.6012965108003367,72.50403149832933,1631.1631121691703,1,Credit Card,No,No,No,0
1528,63.14865292408284,0.1442638306886993,90.29831789944603,622.4132450935966,1,Mailed Check,Fiber Optic,No,Yes,1
6228,45.90809827247115,2.2007856216086568,61.02837353216353,2642.6223623140554,12,Mailed Check,No,Yes,Yes,1
7514,33.02849164132408,2.2141822949684964,43.91601944434456,598.9343727296159,1,Credit Card,Fiber Optic,Yes,No,0
3406,2.0163087217047178,4.167809443326496,79.0761476450315,1494.5302417881724,12,Bank Transfer,DSL,Yes,No,0
5591,31.70234131979095,2.9037232443357426,75.23286126939149,1671.758904942544,24,Electronic Check,DSL,Yes,Yes,0
9451,37.39683373657919,6.570719736545282,53.15872655435036,1667.3777070334352,24,Credit Card,Fiber Optic,No,No,1
8171,31.84869355335225,2.858039994164841,102.74211965906493,866.8294857298544,1,Credit Card,Fiber Optic,No,Yes,1
4638,21.69518965084036,0.1230523244891237,38.438499344905765,1397.1860074679755,1,Mailed Check,Fiber Optic,Yes,Yes,0
3444,63.82940392065394,0.5225351573129968,44.76859448591219,1658.9422936956423,12,Bank Transfer,Fiber Optic,No,Yes,0
5056,23.177047788624588,3.647462316633142,76.0314707763965,1538.7627963381988,1,Credit Card,DSL,Yes,Yes,0
9093,22.65167174398995,6.214964711479003,64.98582712334027,537.3653574217144,12,Bank Transfer,Fiber Optic,No,Yes,0
3495,47.67249363042792,1.8759059683638784,36.03288164083392,1949.4107919048452,1,Electronic Check,DSL,No,Yes,0
7703,30.14447144474014,0.2365965696147249,62.24982511138447,1437.2643775274614,24,Credit Card,No,Yes,Yes,1
3581,71.87157104525443,2.3456372304658144,24.67939560971455,1811.8923636279524,24,Credit Card,DSL,No,Yes,1
7501,65.88540689222157,1.2187139919878145,57.768190682718746,2357.6792783821925,1,Credit Card,Fiber Optic,Yes,Yes,0
4210,23.109190586334247,1.13343415004435,57.95790011711143,1235.1216080743686,1,Bank Transfer,Fiber Optic,No,Yes,0
3863,39.89432521779168,2.773827696284092,99.67766276757216,826.0209651707253,12,Bank Transfer,Fiber Optic,Yes,Yes,0
7336,44.52110604671676,2.177010891757751,49.04226357008219,1536.10387199065,12,Mailed Check,Fiber Optic,Yes,No,1
6829,37.40731487778834,4.428378744465981,30.901698385420687,3591.496009040706,12,Mailed Check,Fiber Optic,Yes,Yes,0
846,47.38676896012224,2.6226901770347557,27.837499725328165,1472.9682435358718,24,Electronic Check,Fiber Optic,No,Yes,0
5825,31.04657822902043,1.4199645823204978,70.52158011096309,1958.9937142246663,12,Bank Transfer,Fiber Optic,Yes,No,0
1340,42.55624333563232,1.8147116673740131,106.4234260506622,2399.0085042553715,1,Bank Transfer,Fiber Optic,Yes,Yes,0
7237,36.14421386780403,0.1834464745878436,64.20226495265797,1581.3320940566884,12,Credit Card,Fiber Optic,Yes,Yes,0
8599,23.972188688763417,0.1839170356864868,92.68280248092928,1692.1670998765362,12,Bank Transfer,DSL,No,Yes,1
4584,51.76004168966122,1.8055280748134033,22.688771717626423,1064.2454501427533,12,Credit Card,Fiber Optic,No,No,0
3966,45.44673441616785,0.201798069531236,44.08565452075344,934.600272827758,24,Bank Transfer,DSL,No,Yes,0
1102,-3.4438306729053423,0.4232138422738281,64.61693819197318,1226.378239801555,12,Mailed Check,Fiber Optic,Yes,Yes,0
1285,28.21015809238076,7.06655615028144,81.35372626109108,925.1623718800856,12,Electronic Check,Fiber Optic,No,Yes,0
5543,58.35923129719007,0.664398585047266,38.75007296749965,1652.5024609015543,12,Mailed Check,Fiber Optic,No,Yes,0
805,33.482556588515266,0.5768164701449524,95.24469821331196,1619.7861876064392,24,Credit Card,DSL,Yes,No,0
6673,45.535246567377506,3.741077700968283,76.44981760904274,-30.088674550774385,12,Electronic Check,DSL,Yes,Yes,0
3732,27.577055905521483,6.030571870947138,80.3156107896055,1274.86953766044,12,Electronic Check,DSL,No,Yes,1
4665,50.77626135207461,0.3726502329041017,87.41637297661592,2763.775024069605,1,Bank Transfer,Fiber Optic,Yes,No,1
2159,59.22465692505653,1.4172682720687628,43.71007157654094,-1.1342779252145192,24,Mailed Check,Fiber Optic,No,Yes,0
6457,22.270270058976717,3.529355897795429,114.33176018683112,1007.7222794935426,24,Credit Card,Fiber Optic,No,No,1
5283,55.403419273868714,2.862276513310923,71.72677123331061,1356.6518027892469,12,Mailed Check,DSL,Yes,Yes,0
4445,10.948709462463023,1.1136218302117311,74.73271912289623,1515.0424102606707,24,Credit Card,DSL,Yes,Yes,0
6042,58.2772032230753,1.235638932904678,91.23985580784196,1110.6997895102368,12,Credit Card,DSL,Yes,Yes,0
3661,34.59941096864526,2.4541032153798956,45.88962463161525,866.1610531440133,24,Credit Card,No,Yes,Yes,0
9268,11.11033272332348,0.4712609470743079,94.86483118944209,551.5056285055772,1,Bank Transfer,DSL,No,No,1
1401,24.296335259770903,3.2059633362356443,106.70059352521385,906.8230374059508,1,Electronic Check,Fiber Optic,No,Yes,1
4740,50.52242172887072,1.3454739548130072,66.44101700373312,928.375694219286,1,Bank Transfer,DSL,Yes,Yes,0
163,57.378933685111065,0.8691971161803285,88.82470390361483,1608.6614676590575,24,Mailed Check,No,Yes,No,1
1324,47.297524657393026,1.7991596313990412,112.83746778914568,304.0111219156979,24,Bank Transfer,Fiber Optic,Yes,Yes,0
7681,47.991748139839366,5.866164274720279,67.43602644626739,2561.7428064977694,1,Mailed Check,Fiber Optic,No,Yes,0
9763,42.9732599158123,1.5174748306647403,53.4327322602516,469.06513294661727,12,Bank Transfer,DSL,Yes,Yes,0
3360,25.3041816292479,2.7388849501541768,69.40219647587327,3173.9122312026393,12,Credit Card,Fiber Optic,Yes,Yes,0
1489,17.11515528144858,4.250258092590722,82.04817755596395,3441.1778313930135,24,Mailed Check,Fiber Optic,Yes,No,1
109,43.86325586084146,0.3926985130314431,40.468788401960694,2258.184090187286,12,Credit Card,DSL,Yes,Yes,0
3385,56.588506365359635,1.9602694413447603,103.2980900995681,1581.1118225039197,24,Bank Transfer,Fiber Optic,Yes,No,1
3307,47.98009298232915,2.4128307724252287,55.40086461829951,1868.9241605067325,1,Credit Card,DSL,Yes,No,0
2760,49.34066835850403,0.1428474374730935,67.63635465193438,1522.5506267497535,12,Credit Card,DSL,Yes,No,1
9398,32.87312082333095,0.6428502847034819,61.67698879401268,968.5831919425192,12,Bank Transfer,Fiber Optic,Yes,Yes,0
8879,48.49811480622484,2.4638999189083144,18.16939181217854,1665.3454298956826,24,Mailed Check,DSL,Yes,Yes,0
6894,46.74740820589765,0.2526141753599824,67.5992374313823,-236.7334381780167,12,Credit Card,DSL,Yes,Yes,0
7385,36.26539517078987,1.6994767357227851,58.79032871374821,358.4609571981455,12,Credit Card,DSL,Yes,Yes,0
232,43.246878843729625,0.0220529698326049,46.53199054949839,879.5053529088525,1,Mailed Check,DSL,Yes,Yes,1
4517,33.73854427015851,0.5028756954872741,37.66121682835781,1291.8844650087528,12,Mailed Check,DSL,Yes,Yes,0
4375,54.91671063263361,0.4848280142613002,42.86165893969489,1109.1751503224095,1,Credit Card,Fiber Optic,No,Yes,1
4588,53.78372281987494,3.050038140871247,30.12432706509212,926.8480833517744,1,Credit Card,DSL,Yes,Yes,0
4617,57.190413625201224,0.7835812715534878,29.474020768684426,2321.663150369184,12,Credit Card,DSL,Yes,No,0
205,19.334959480643633,0.927801764098312,64.31656236931346,1044.166510293559,1,Electronic Check,Fiber Optic,No,Yes,1
9017,14.490591255229331,0.3972361178928658,60.114011894719695,1150.0921889375477,24,Bank Transfer,Fiber Optic,No,No,0
2040,13.463861426663223,1.2760032762814788,73.0061218630964,2033.0068322002448,1,Bank Transfer,Fiber Optic,No,Yes,1
7943,18.341116793893647,0.905725793234724,40.587997855463385,1422.7931593484675,24,Mailed Check,DSL,No,Yes,1
5087,39.744908882742536,0.2505913526326634,47.34463043322174,210.99709775826432,24,Electronic Check,DSL,No,Yes,0
9140,51.94510029623248,0.75375639759189,101.5144909433703,2230.7136189096336,12,Electronic Check,Fiber Optic,No,Yes,1
668,62.559894828740326,2.7241034527822774,91.86016167472262,1522.984023910281,12,Electronic Check,Fiber Optic,Yes,Yes,0
3093,38.58311928336996,0.2263612991635664,59.96441851714764,1069.7796007988625,1,Bank Transfer,DSL,No,Yes,1
6904,33.00717082080666,7.629606296302298,114.03250743672608,3034.774213223812,12,Mailed Check,Fiber Optic,No,Yes,1
8626,43.16814098836685,0.4204273351489028,24.986242404929513,1676.3273720476936,24,Electronic Check,Fiber Optic,Yes,Yes,0
6023,77.3827599790103,1.5992572741199684,75.03432648468393,3528.308009345613,24,Bank Transfer,Fiber Optic,No,No,0
799,40.42477564195692,1.5096161754405013,57.21577709606473,711.1831806631437,24,Bank Transfer,Fiber Optic,No,Yes,0
1996,56.052253574746416,1.5341543801341466,112.84596767339517,-364.5307824299138,12,Bank Transfer,DSL,No,Yes,0
328,51.87494040944404,5.634643137460482,64.91495806560116,1502.0982538520798,24,Electronic Check,DSL,Yes,Yes,0
6965,42.92615388133903,4.8420523418134795,68.71339118088974,893.2145471862106,24,Electronic Check,Fiber Optic,Yes,Yes,0
5325,42.9759027576623,0.0369923459909426,89.43669812011038,2182.9967660521293,12,Mailed Check,Fiber Optic,Yes,Yes,1
1000,48.58874172034238,0.670689889024518,118.44313485256028,1445.517100338294,12,Credit Card,DSL,Yes,Yes,0
9702,46.700554162137166,1.569548461736694,46.83059931397222,2466.724839467307,1,Electronic Check,DSL,No,Yes,0
6070,32.539684428788604,0.6493146376905385,41.036384940774546,2813.0499572650237,24,Bank Transfer,DSL,Yes,Yes,0
7939,62.43187367864435,0.033321505080192,60.84528505301697,1025.4329465886815,1,Bank Transfer,Fiber Optic,Yes,Yes,1
5016,32.32354663086545,0.2531751540274657,54.310606483165586,1139.2288415730386,1,Electronic Check,DSL,Yes,Yes,0
8782,54.33903733496143,0.945471363540613,44.20503782137235,1401.0410669925604,12,Electronic Check,DSL,Yes,No,1
7315,23.231085879448905,3.790417552556839,104.49304724443618,1994.8387932686048,12,Electronic Check,Fiber Optic,Yes,Yes,1
6696,23.807007217509415,2.3987355542574997,41.62558176863348,2795.3156430550816,24,Bank Transfer,DSL,No,Yes,0
7632,27.19900788941333,0.1692849137405378,114.82496660014532,1075.1015817608763,1,Bank Transfer,Fiber Optic,Yes,Yes,0
9326,45.4287140609579,0.8555408960269635,42.02651495324474,1136.9877197726362,24,Bank Transfer,Fiber Optic,No,No,0
6853,40.48214720446841,4.510367725409289,74.72706411649392,370.99542252747506,12,Bank Transfer,No,Yes,Yes,1
749,30.827232955120778,0.161695430396764,78.09283985649007,1072.8202635126977,12,Electronic Check,Fiber Optic,Yes,Yes,1
8433,30.447321785944155,2.3215665386133213,23.37125676466789,2459.8870929559334,24,Electronic Check,DSL,Yes,Yes,1
2716,8.49960238522564,3.7080143056895905,57.26318084026988,2733.8375824356967,12,Mailed Check,DSL,Yes,No,1
1080,52.753326131702394,2.269059329837298,60.437906310969666,1071.6749930040237,1,Bank Transfer,DSL,No,Yes,0
406,49.34274898521248,1.571563619174983,82.85681108638593,1154.0163414028966,12,Credit Card,DSL,Yes,Yes,1
3764,52.34919873516558,2.513699361021908,61.86990702798289,1513.2923237363575,24,Credit Card,DSL,No,Yes,1
4947,28.90343254040549,2.5117392465751327,49.54965048631212,3136.3518423176984,1,Bank Transfer,DSL,Yes,Yes,0
2530,23.036673470111264,4.880448449434766,72.14130748920769,1211.7707153525344,12,Credit Card,DSL,Yes,Yes,0
2253,18.232364649226614,2.683881790537487,67.7346531174302,3328.118857774164,1,Mailed Check,Fiber Optic,Yes,Yes,0
9950,59.50938101583938,0.331885908513233,97.86872302583784,2749.2540680525517,1,Bank Transfer,No,Yes,Yes,1
9447,27.996658969001444,5.239659599709837,44.15379534625501,496.0236249028817,1,Credit Card,DSL,Yes,No,0
1698,29.833825442127228,1.2428837689253096,32.737399621706224,1334.961096593073,1,Credit Card,Fiber Optic,Yes,Yes,0
8934,25.200114584138344,4.039085824759273,48.200742592556026,1314.0493209689798,1,Electronic Check,DSL,No,Yes,1
2319,31.625473690809542,3.153407419680055,71.39531026963724,1695.1038894649655,24,Bank Transfer,DSL,Yes,Yes,0
49,45.15427434352692,0.1501165466043486,40.80069942665648,3822.120209994977,1,Bank Transfer,DSL,No,Yes,0
1907,16.43685771897251,0.8373894874681087,70.40099226890392,460.7287720596243,24,Electronic Check,No,Yes,Yes,1
5292,46.85032016095599,6.500459725610682,41.25559180514222,1952.2833498287648,12,Electronic Check,DSL,No,Yes,0
63,23.404975389909577,0.4912873707720273,31.99290991690941,2528.723936532231,12,Mailed Check,Fiber Optic,Yes,Yes,0
1824,30.249961287648105,2.7429380930397453,56.91692188585355,2126.993184131023,12,Bank Transfer,DSL,Yes,Yes,0
7245,50.48429607576132,2.4741444172815887,71.00573783175011,1828.3378199240544,24,Electronic Check,DSL,Yes,No,0
7064,41.75686324224777,1.261433398828439,83.61640250074637,3060.685675997587,12,Credit Card,DSL,Yes,Yes,0
1243,31.274786290770344,3.7774615822829607,112.09422795488184,884.3979547852265,24,Bank Transfer,No,Yes,Yes,0
6396,52.13897047362978,1.1882043723959128,48.74010681180126,653.4962256581603,1,Mailed Check,DSL,No,No,0
1745,26.089702987141383,1.885814529990949,49.68693429509244,-187.24728241670368,12,Mailed Check,Fiber Optic,No,No,0
2741,46.222982505428654,0.7648220409295363,53.92707030898416,1959.9653462666024,24,Bank Transfer,DSL,Yes,Yes,1
7273,53.574430622413,0.1929437567282876,46.97400584759371,2180.5067152139154,24,Bank Transfer,DSL,Yes,No,0
7619,20.305472050790907,4.484062279622976,61.67365880140632,490.17054581340494,1,Electronic Check,DSL,No,No,0
8395,27.439288154763,0.6534780382145075,49.33019316649901,1768.8593619975657,24,Mailed Check,DSL,Yes,Yes,0
7650,24.114443169818536,2.403116745063157,45.62075889372903,1574.9860638184634,24,Credit Card,Fiber Optic,Yes,Yes,0
9640,36.38913544016424,0.0718808876378034,59.25181980348584,1693.7313695854202,12,Electronic Check,Fiber Optic,No,Yes,0
7423,22.987432820833146,2.45448901522323,62.326805334751555,1437.9871472469006,1,Mailed Check,Fiber Optic,Yes,Yes,1
3115,45.83468094028276,0.5829416897877594,60.841048022519026,1235.165815501161,1,Electronic Check,No,Yes,Yes,0
9808,54.64759883594747,0.7487632169064748,51.91944781310268,25.499371694582575,24,Bank Transfer,Fiber Optic,Yes,Yes,1
6703,6.703330788222239,0.0796754132073166,92.4121676298021,656.086214487196,12,Bank Transfer,No,No,Yes,1
3865,34.42213176582002,0.7605366316446885,26.804046606821466,2097.197762611511,1,Electronic Check,Fiber Optic,No,No,1
8353,46.43141888321146,0.8341974393938807,68.14938484669074,1399.0591988290278,12,Mailed Check,DSL,No,No,1
363,38.36859777314714,0.7274987827225037,83.50581099370996,1549.1399151012904,24,Credit Card,Fiber Optic,Yes,Yes,1
7886,47.12887907075967,1.6508633532400696,102.20952706384593,1337.671486263181,24,Credit Card,Fiber Optic,Yes,Yes,0
4727,43.15901258946462,1.04854515024959,38.82312315994003,905.176670481002,1,Mailed Check,Fiber Optic,No,Yes,0
4352,40.71240202377464,2.648549929706961,103.94513477328564,841.0401798400644,24,Credit Card,No,Yes,Yes,0
8655,51.70302581779113,0.8883189473819446,71.36327886946046,1137.0275379968602,1,Credit Card,DSL,Yes,Yes,1
2009,49.88868502648607,0.4105448968753165,47.08622976608455,641.4564901016269,1,Bank Transfer,Fiber Optic,No,No,0
4995,30.139411690079136,7.2467137971224,84.816057122457,2160.093087810134,12,Electronic Check,Fiber Optic,Yes,Yes,1
9589,9.112592744615196,3.07341750070414,58.59438098987815,950.5498130553472,12,Electronic Check,DSL,Yes,Yes,0
4181,44.17522951967004,0.7941814130423028,28.530145299008275,824.1926819072354,24,Credit Card,DSL,Yes,No,1
1658,59.7639630341194,4.359538752955351,73.30145019398168,2386.272240021551,12,Mailed Check,Fiber Optic,No,Yes,0
7473,21.452825701114765,3.2663937187101744,81.83713258792963,903.6185261607778,12,Bank Transfer,DSL,No,Yes,1
8161,37.87436917447263,1.7777305291889651,87.66695987206585,1936.3698422427503,12,Bank Transfer,DSL,Yes,Yes,0
2885,-1.2125726408785198,0.2150187718322882,90.30397775905898,2215.143425144577,12,Bank Transfer,Fiber Optic,Yes,Yes,1
